Gen:        Fevals:         gbest:     Mean Vel.:    Mean lbest:    Avg. Dist.:
   3375         101250           -140    2.86258e-09           -140    1.42407e-07
   3376         101280           -140    2.47729e-09           -140    1.55272e-07
   3377         101310           -140    3.82093e-09           -140    1.33826e-07
   3378         101340           -140    2.66891e-09           -140    1.49231e-07
   3379         101370           -140    2.88915e-09           -140    1.25341e-07
   3380         101400           -140    2.74032e-09           -140    1.35236e-07
   3381         101430           -140    3.00988e-09           -140    1.18899e-07
   3382         101460           -140    2.79335e-09           -140    1.18477e-07
   3383         101490           -140    2.48431e-09           -140    1.23355e-07
   3384         101520           -140     3.5174e-09           -140    1.25595e-07
   3385         101550           -140    3.91973e-09           -140    1.39162e-07
   3386         101580           -140    3.32417e-09           -140    1.18735e-07
   3387         101610           -140     3.4247e-09           -140    1.25837e-07
   3388         101640           -140    3.61864e-09           -140    1.37585e-07
   3389         101670           -140    2.71563e-09           -140    1.31714e-07
   3390         101700           -140    3.35454e-09           -140    1.52777e-07
   3391         101730           -140    2.20092e-09           -140    1.19396e-07
   3392         101760           -140    2.53516e-09           -140    1.32366e-07
   3393         101790           -140    2.17692e-09           -140    1.35899e-07
   3394         101820           -140    1.77296e-09           -140    1.22357e-07
   3395         101850           -140    2.00404e-09           -140     1.3274e-07
   3396         101880           -140    1.99554e-09           -140    1.17445e-07
   3397         101910           -140    1.58587e-09           -140    1.28465e-07
   3398         101940           -140    1.69326e-09           -140    1.16595e-07
   3399         101970           -140    1.64487e-09           -140    1.28183e-07
   3400         102000           -140    1.67894e-09           -140    1.19154e-07

   Gen:        Fevals:         gbest:     Mean Vel.:    Mean lbest:    Avg. Dist.:
   3401         102030           -140    3.77825e-09           -140    1.31432e-07
   3402         102060           -140    3.30168e-09           -140    1.30821e-07
   3403         102090           -140    3.98679e-09           -140     1.1907e-07
   3404         102120           -140    2.99837e-09           -140    1.25122e-07
   3405         102150           -140    4.36457e-09           -140    1.13403e-07
   3406         102180           -140    3.51436e-09           -140    1.15868e-07
   3407         102210           -140    4.59881e-09           -140    1.13687e-07
   3408         102240           -140    2.82395e-09           -140    1.19061e-07
   3409         102270           -140    2.89388e-09           -140    1.14497e-07
   3410         102300           -140    2.87016e-09           -140    1.12892e-07
   3411         102330           -140    1.64551e-09           -140    1.09265e-07
   3412         102360           -140    2.10786e-09           -140    1.12451e-07
   3413         102390           -140    1.68579e-09           -140    1.04161e-07
   3414         102420           -140    2.18405e-09           -140    1.09002e-07
   3415         102450           -140     1.6354e-09           -140    1.02599e-07
   3416         102480           -140    1.93356e-09           -140     1.0813e-07
   3417         102510           -140    1.42493e-09           -140    1.19293e-07
   3418         102540           -140    1.68199e-09           -140    1.11261e-07
   3419         102570           -140    2.97421e-09           -140    9.86266e-08
   3420         102600           -140    2.50074e-09           -140     1.0516e-07
   3421         102630           -140    1.97019e-09           -140    1.09746e-07
   3422         102660           -140    2.88895e-09           -140    1.19621e-07
   3423         102690           -140    1.98736e-09           -140     1.0733e-07
   3424         102720           -140    1.98665e-09           -140    1.04816e-07
   3425         102750           -140    3.10485e-09           -140    1.11634e-07
   3426         102780           -140    2.73884e-09           -140    1.16303e-07
   3427         102810           -140    4.40544e-09           -140    1.06938e-07
   3428         102840           -140    3.53081e-09           -140    1.07608e-07
   3429         102870           -140    3.52836e-09           -140    9.42975e-08
   3430         102900           -140    2.87849e-09           -140     1.0615e-07
   3431         102930           -140    4.43274e-09           -140    1.00504e-07
   3432         102960           -140    2.77372e-09           -140     1.0527e-07
   3433         102990           -140    3.52434e-09           -140    1.01385e-07
   3434         103020           -140    3.33275e-09           -140    9.55088e-08
   3435         103050           -140    3.08478e-09           -140    1.06103e-07
   3436         103080           -140    2.79889e-09           -140    1.02628e-07
   3437         103110           -140    2.90707e-09           -140    9.43332e-08
   3438         103140           -140    2.58368e-09           -140    9.15642e-08
   3439         103170           -140    2.34364e-09           -140    9.24248e-08
   3440         103200           -140     2.5669e-09           -140    9.30992e-08
   3441         103230           -140    2.05862e-09           -140    8.66194e-08
   3442         103260           -140    2.82451e-09           -140    8.73272e-08
   3443         103290           -140    2.06894e-09           -140     8.7858e-08
   3444         103320           -140    2.52879e-09           -140    8.66366e-08
   3445         103350           -140    1.25052e-09           -140    8.89064e-08
   3446         103380           -140    2.89564e-09           -140    8.64567e-08
   3447         103410           -140    2.36173e-09           -140    8.39954e-08
   3448         103440           -140    2.76372e-09           -140    9.10145e-08
   3449         103470           -140    2.82894e-09           -140    9.09372e-08
   3450         103500           -140    2.36953e-09           -140    8.69884e-08

   Gen:        Fevals:         gbest:     Mean Vel.:    Mean lbest:    Avg. Dist.:
   3451         103530           -140    2.20967e-09           -140    8.61372e-08
   3452         103560           -140    2.43805e-09           -140    8.36573e-08
   3453         103590           -140    3.32693e-09           -140    8.06886e-08
   3454         103620           -140    2.84027e-09           -140    8.42604e-08
   3455         103650           -140    2.63321e-09           -140    8.42504e-08
   3456         103680           -140    3.72713e-09           -140    8.62203e-08
   3457         103710           -140    2.40832e-09           -140    8.29953e-08
   3458         103740           -140    4.28634e-09           -140    8.34183e-08
   3459         103770           -140    5.57383e-09           -140    7.75163e-08
   3460         103800           -140    3.87398e-09           -140    7.96089e-08
   3461         103830           -140    5.94844e-09           -140    7.93995e-08
   3462         103860           -140    5.69232e-09           -140    7.76184e-08
   3463         103890           -140    3.73174e-09           -140    7.75243e-08
   3464         103920           -140    4.68334e-09           -140    8.02033e-08
   3465         103950           -140    6.04113e-09           -140     8.0639e-08
   3466         103980           -140    4.67024e-09           -140    7.54277e-08
   3467         104010           -140    4.82128e-09           -140    7.36047e-08
   3468         104040           -140    5.57209e-09           -140     7.3374e-08
   3469         104070           -140     5.7652e-09           -140    7.58024e-08
   3470         104100           -140    5.10744e-09           -140     7.5916e-08
   3471         104130           -140    4.81578e-09           -140    7.45381e-08
   3472         104160           -140    5.81553e-09           -140    7.15893e-08
   3473         104190           -140    6.30096e-09           -140    7.41857e-08
   3474         104220           -140    6.96287e-09           -140    7.69139e-08
   3475         104250           -140    7.22088e-09           -140    7.37393e-08
   3476         104280           -140    6.31413e-09           -140    7.76431e-08
   3477         104310           -140    5.33525e-09           -140     7.6092e-08
   3478         104340           -140    5.60018e-09           -140    7.99676e-08
   3479         104370           -140    5.27155e-09           -140    7.85674e-08
   3480         104400           -140    4.69953e-09           -140    7.58695e-08
   3481         104430           -140    5.28464e-09           -140    7.49894e-08
   3482         104460           -140    3.80012e-09           -140    7.12405e-08
   3483         104490           -140    4.95907e-09           -140    7.39621e-08
   3484         104520           -140    3.23077e-09           -140     7.1899e-08
   3485         104550           -140    5.51632e-09           -140     7.3692e-08
   3486         104580           -140    3.95511e-09           -140    6.89539e-08
   3487         104610           -140    3.04211e-09           -140    6.95668e-08
   3488         104640           -140    2.39716e-09           -140    6.77637e-08
   3489         104670           -140    2.61739e-09           -140    6.62033e-08
   3490         104700           -140    1.80168e-09           -140    6.80902e-08
   3491         104730           -140    1.40298e-09           -140    6.92599e-08
   3492         104760           -140    2.09899e-09           -140    6.86762e-08
   3493         104790           -140    1.50427e-09           -140    6.99378e-08
   3494         104820           -140    4.45366e-09           -140    6.65038e-08
   3495         104850           -140    3.54044e-09           -140    6.45114e-08
   3496         104880           -140    3.54066e-09           -140    6.65095e-08
   3497         104910           -140    3.83994e-09           -140    7.00413e-08
   3498         104940           -140    7.44568e-09           -140    6.21389e-08
   3499         104970           -140    4.02573e-09           -140    7.11284e-08
   3500         105000           -140    6.70435e-09           -140    6.77165e-08

   Gen:        Fevals:         gbest:     Mean Vel.:    Mean lbest:    Avg. Dist.:
   3501         105030           -140    5.30475e-09           -140    6.60729e-08
   3502         105060           -140    6.12725e-09           -140     6.4985e-08
   3503         105090           -140    4.08162e-09           -140    6.90807e-08
   3504         105120           -140    5.60119e-09           -140     6.4291e-08
   3505         105150           -140    5.19953e-09           -140    6.38388e-08
   3506         105180           -140    5.77731e-09           -140    6.86657e-08
   3507         105210           -140    4.07026e-09           -140    6.35599e-08
   3508         105240           -140    5.79029e-09           -140    6.58247e-08
   3509         105270           -140    4.71744e-09           -140     6.5506e-08
   3510         105300           -140    4.91359e-09           -140    6.70282e-08
   3511         105330           -140    5.82067e-09           -140    6.61775e-08
   3512         105360           -140    4.76142e-09           -140    6.52642e-08
   3513         105390           -140    4.68714e-09           -140    6.52318e-08
   3514         105420           -140    4.19701e-09           -140    6.70207e-08
   3515         105450           -140    4.79308e-09           -140    6.47573e-08
   3516         105480           -140    5.12368e-09           -140    6.98415e-08
   3517         105510           -140    7.01354e-09           -140    7.01133e-08
   3518         105540           -140    3.96118e-09           -140     6.4829e-08
   3519         105570           -140    6.02161e-09           -140    7.01493e-08
   3520         105600           -140    3.16584e-09           -140    7.14693e-08
   3521         105630           -140    3.93544e-09           -140     6.2651e-08
   3522         105660           -140    4.65695e-09           -140    6.73805e-08
   3523         105690           -140    5.39111e-09           -140    6.54189e-08
   3524         105720           -140    3.32355e-09           -140    6.85848e-08
   3525         105750           -140     3.7579e-09           -140    6.75042e-08
   3526         105780           -140    3.86799e-09           -140    6.47285e-08
   3527         105810           -140    3.04939e-09           -140    6.03776e-08
   3528         105840           -140    2.98871e-09           -140    6.63548e-08
   3529         105870           -140    2.21623e-09           -140    6.65503e-08
   3530         105900           -140    2.38922e-09           -140    7.36084e-08
   3531         105930           -140    1.39228e-09           -140    6.47449e-08
   3532         105960           -140    2.39206e-09           -140    5.92443e-08
   3533         105990           -140    2.02159e-09           -140    6.29647e-08
   3534         106020           -140    1.88536e-09           -140    6.22148e-08
   3535         106050           -140    1.76423e-09           -140    5.96503e-08
   3536         106080           -140    1.52085e-09           -140    6.14466e-08
   3537         106110           -140    1.43442e-09           -140    5.92274e-08
   3538         106140           -140    1.71009e-09           -140    5.90455e-08
   3539         106170           -140    1.80384e-09           -140    5.38915e-08
   3540         106200           -140    1.83136e-09           -140    6.07893e-08
   3541         106230           -140    1.44489e-09           -140     5.3707e-08
   3542         106260           -140    1.83411e-09           -140    5.64666e-08
   3543         106290           -140     1.1452e-09           -140    6.08064e-08
   3544         106320           -140      1.997e-09           -140    6.20517e-08
   3545         106350           -140    1.04592e-09           -140    5.61122e-08
   3546         106380           -140    2.08762e-09           -140    5.75254e-08
   3547         106410           -140    1.12426e-09           -140    5.66454e-08
   3548         106440           -140    1.30724e-09           -140    5.92902e-08
   3549         106470           -140    2.09974e-09           -140    5.37823e-08
   3550         106500           -140    1.08774e-09           -140    6.09428e-08

   Gen:        Fevals:         gbest:     Mean Vel.:    Mean lbest:    Avg. Dist.:
   3551         106530           -140    1.81846e-09           -140    6.11122e-08
   3552         106560           -140    1.68217e-09           -140    5.95903e-08
   3553         106590           -140    1.38891e-09           -140    5.35351e-08
   3554         106620           -140    1.42854e-09           -140    5.75168e-08
   3555         106650           -140    1.22193e-09           -140    5.62758e-08
   3556         106680           -140    1.75026e-09           -140    5.37432e-08
   3557         106710           -140    1.50894e-09           -140    6.17675e-08
   3558         106740           -140     9.9603e-10           -140    5.35812e-08
   3559         106770           -140    1.16029e-09           -140    5.82209e-08
   3560         106800           -140    1.45403e-09           -140    5.68313e-08
   3561         106830           -140    1.41564e-09           -140     4.9503e-08
   3562         106860           -140    1.54188e-09           -140    5.42578e-08
   3563         106890           -140    1.29332e-09           -140    4.93537e-08
   3564         106920           -140    4.39445e-09           -140    4.84982e-08
   3565         106950           -140     3.9016e-09           -140    5.07572e-08
   3566         106980           -140    2.70905e-09           -140    4.89156e-08
   3567         107010           -140    4.22231e-09           -140    4.75462e-08
   3568         107040           -140    2.22557e-09           -140    4.87008e-08
   3569         107070           -140    2.86225e-09           -140    4.59344e-08
   3570         107100           -140    2.38295e-09           -140    4.71285e-08
   3571         107130           -140    2.09793e-09           -140     4.6221e-08
   3572         107160           -140    2.61065e-09           -140    4.51341e-08
   3573         107190           -140    1.79019e-09           -140     4.5293e-08
   3574         107220           -140    2.50072e-09           -140    4.69286e-08
   3575         107250           -140    1.76572e-09           -140    4.59342e-08
   3576         107280           -140     2.3422e-09           -140     4.6114e-08
   3577         107310           -140    2.00139e-09           -140    4.64904e-08
   3578         107340           -140    1.75537e-09           -140    4.30017e-08
   3579         107370           -140    2.47307e-09           -140    4.46015e-08
   3580         107400           -140    1.96187e-09           -140    4.45406e-08
   3581         107430           -140    1.79647e-09           -140    4.43021e-08
   3582         107460           -140    1.66239e-09           -140    4.45845e-08
   3583         107490           -140    1.32799e-09           -140     4.4821e-08
   3584         107520           -140    2.56682e-09           -140    4.47807e-08
   3585         107550           -140    2.32413e-09           -140    4.50812e-08
   3586         107580           -140    2.16603e-09           -140    4.10063e-08
   3587         107610           -140    2.10453e-09           -140    4.07758e-08
   3588         107640           -140    1.74252e-09           -140    4.43377e-08
   3589         107670           -140    1.76252e-09           -140    4.33911e-08
   3590         107700           -140    1.72942e-09           -140    3.97088e-08
   3591         107730           -140    4.34111e-09           -140    4.22397e-08
   3592         107760           -140    2.39095e-09           -140    4.24544e-08
   3593         107790           -140    3.26993e-09           -140    4.26722e-08
   3594         107820           -140    4.91465e-09           -140    4.20144e-08
   3595         107850           -140    3.47441e-09           -140    4.13477e-08
   3596         107880           -140     4.9627e-09           -140    3.99113e-08
   3597         107910           -140    4.19097e-09           -140     4.3951e-08
   3598         107940           -140    4.03078e-09           -140    4.15276e-08
   3599         107970           -140    4.89116e-09           -140    4.47387e-08
   3600         108000           -140    3.71628e-09           -140    4.22056e-08

   Gen:        Fevals:         gbest:     Mean Vel.:    Mean lbest:    Avg. Dist.:
   3601         108030           -140    4.56881e-09           -140    4.17745e-08
   3602         108060           -140    3.15188e-09           -140    4.28292e-08
   3603         108090           -140    4.25042e-09           -140    4.11971e-08
   3604         108120           -140    3.16782e-09           -140    4.13047e-08
   3605         108150           -140    3.24439e-09           -140    4.01357e-08
   3606         108180           -140    2.34428e-09           -140    3.89332e-08
   3607         108210           -140    2.74385e-09           -140     3.9033e-08
   3608         108240           -140    2.36144e-09           -140    3.81009e-08
   3609         108270           -140    2.32557e-09           -140    3.88078e-08
   3610         108300           -140    1.83157e-09           -140    4.01364e-08
   3611         108330           -140     2.6404e-09           -140    3.88273e-08
   3612         108360           -140    1.81308e-09           -140     4.1929e-08
   3613         108390           -140    2.04505e-09           -140    4.04511e-08
   3614         108420           -140    2.63279e-09           -140    3.63346e-08
   3615         108450           -140    1.50601e-09           -140    3.80177e-08
   3616         108480           -140     2.4434e-09           -140    3.65671e-08
   3617         108510           -140    2.26062e-09           -140    4.38901e-08
   3618         108540           -140    2.31359e-09           -140    3.61198e-08
   3619         108570           -140    2.07443e-09           -140    4.06142e-08
   3620         108600           -140    2.28201e-09           -140    3.82068e-08
   3621         108630           -140    1.90063e-09           -140     3.6059e-08
   3622         108660           -140    2.06141e-09           -140    4.10503e-08
   3623         108690           -140    2.12598e-09           -140    3.45713e-08
   3624         108720           -140    1.90887e-09           -140     3.8933e-08
   3625         108750           -140     1.9444e-09           -140    3.47237e-08
   3626         108780           -140    1.82012e-09           -140    3.92719e-08
   3627         108810           -140    2.82145e-09           -140    3.61143e-08
   3628         108840           -140      2.024e-09           -140    4.02893e-08
   3629         108870           -140    2.07544e-09           -140    3.70346e-08
   3630         108900           -140    2.47813e-09           -140     3.5795e-08
   3631         108930           -140    1.90246e-09           -140    3.66292e-08
   3632         108960           -140    1.93176e-09           -140    3.72242e-08
   3633         108990           -140    2.19137e-09           -140    3.90788e-08
   3634         109020           -140    1.75433e-09           -140     3.5778e-08
   3635         109050           -140    1.82652e-09           -140     3.8082e-08
   3636         109080           -140    1.61638e-09           -140    4.52857e-08
   3637         109110           -140    1.61308e-09           -140    3.45475e-08
   3638         109140           -140    2.09479e-09           -140    4.56329e-08
   3639         109170           -140    1.74024e-09           -140    4.39029e-08
   3640         109200           -140    1.75228e-09           -140     5.1862e-08
   3641         109230           -140    1.88163e-09           -140    5.40734e-08
   3642         109260           -140    1.56163e-09           -140    4.72238e-08
   3643         109290           -140     1.8589e-09           -140    3.87347e-08
   3644         109320           -140     1.3976e-09           -140     4.6449e-08
   3645         109350           -140    1.47603e-09           -140    3.67982e-08
   3646         109380           -140    1.53771e-09           -140    4.31079e-08
   3647         109410           -140     1.2664e-09           -140    3.78624e-08
   3648         109440           -140    1.27619e-09           -140    3.42755e-08
   3649         109470           -140    1.34396e-09           -140    3.54868e-08
   3650         109500           -140     1.6034e-09           -140    3.06636e-08

   Gen:        Fevals:         gbest:     Mean Vel.:    Mean lbest:    Avg. Dist.:
   3651         109530           -140    1.17897e-09           -140    3.24803e-08
   3652         109560           -140    1.74574e-09           -140    2.96328e-08
   3653         109590           -140    1.31621e-09           -140    3.16212e-08
   3654         109620           -140    1.98433e-09           -140    3.04606e-08
   3655         109650           -140    1.25603e-09           -140     2.8859e-08
   3656         109680           -140    1.58511e-09           -140    2.93394e-08
   3657         109710           -140    1.39954e-09           -140    2.99062e-08
   3658         109740           -140    1.16706e-09           -140    3.06388e-08
   3659         109770           -140    1.16687e-09           -140    3.06736e-08
   3660         109800           -140    1.23961e-09           -140    2.97034e-08
   3661         109830           -140     1.1609e-09           -140    2.74342e-08
   3662         109860           -140    1.40686e-09           -140    2.93293e-08
   3663         109890           -140    1.52373e-09           -140    2.55143e-08
   3664         109920           -140    1.29034e-09           -140    2.82276e-08
   3665         109950           -140     1.7515e-09           -140    2.78386e-08
   3666         109980           -140    1.16644e-09           -140    2.75896e-08
   3667         110010           -140    1.94656e-09           -140    2.56408e-08
   3668         110040           -140    1.16875e-09           -140    2.60322e-08
   3669         110070           -140    1.70369e-09           -140    2.53507e-08
   3670         110100           -140    1.66194e-09           -140    2.63178e-08
   3671         110130           -140    1.25916e-09           -140    2.48405e-08
   3672         110160           -140    1.72255e-09           -140     2.6362e-08
   3673         110190           -140    1.22772e-09           -140    2.68062e-08
   3674         110220           -140    1.40269e-09           -140    2.57828e-08
   3675         110250           -140     1.4562e-09           -140    2.64244e-08
   3676         110280           -140    1.17052e-09           -140    2.70017e-08
   3677         110310           -140     1.0959e-09           -140    2.53303e-08
   3678         110340           -140    1.03352e-09           -140     2.8175e-08
   3679         110370           -140    1.30792e-09           -140    2.52627e-08
   3680         110400           -140    9.72911e-10           -140    2.35369e-08
   3681         110430           -140    8.84842e-10           -140    2.66013e-08
   3682         110460           -140     1.0849e-09           -140    2.58121e-08
   3683         110490           -140    6.99452e-10           -140    2.47994e-08
   3684         110520           -140    1.29726e-09           -140    2.54573e-08
   3685         110550           -140    6.79685e-10           -140    2.54764e-08
   3686         110580           -140    1.31412e-09           -140    2.50344e-08
   3687         110610           -140    1.19354e-09           -140    2.49049e-08
   3688         110640           -140    1.39145e-09           -140    2.37315e-08
   3689         110670           -140    9.80198e-10           -140    2.60506e-08
   3690         110700           -140    1.29196e-09           -140    2.53766e-08
   3691         110730           -140    1.44393e-09           -140    2.43652e-08
   3692         110760           -140    9.68879e-10           -140    2.48724e-08
   3693         110790           -140    9.35084e-10           -140    2.29677e-08
   3694         110820           -140    7.50472e-10           -140    2.48823e-08
   3695         110850           -140    5.77167e-10           -140    2.49928e-08
   3696         110880           -140    6.03848e-10           -140    2.58914e-08
   3697         110910           -140    5.31795e-10           -140     2.5529e-08
   3698         110940           -140    3.48562e-10           -140    2.61369e-08
   3699         110970           -140    7.04401e-10           -140    2.33075e-08
   3700         111000           -140    5.64995e-10           -140    2.49474e-08

   Gen:        Fevals:         gbest:     Mean Vel.:    Mean lbest:    Avg. Dist.:
   3701         111030           -140    6.06413e-10           -140    2.30206e-08
   3702         111060           -140    8.29483e-10           -140    2.46532e-08
   3703         111090           -140     5.7023e-10           -140    2.44105e-08
   3704         111120           -140    8.66552e-10           -140     2.2528e-08
   3705         111150           -140    5.49821e-10           -140    2.23548e-08
   3706         111180           -140    8.61086e-10           -140    2.34477e-08
   3707         111210           -140     6.8497e-10           -140    2.27735e-08
   3708         111240           -140    6.83087e-10           -140     2.2184e-08
   3709         111270           -140    8.65091e-10           -140     2.1125e-08
   3710         111300           -140    6.65826e-10           -140     2.1688e-08
   3711         111330           -140    1.08701e-09           -140    2.29905e-08
   3712         111360           -140    6.60549e-10           -140    2.11614e-08
   3713         111390           -140     7.9231e-10           -140    2.20456e-08
   3714         111420           -140     5.7956e-10           -140      2.218e-08
   3715         111450           -140    5.71939e-10           -140    2.34475e-08
   3716         111480           -140    4.60565e-10           -140    2.16605e-08
   3717         111510           -140    6.14954e-10           -140    2.21724e-08
   3718         111540           -140    3.14225e-10           -140    2.13105e-08
   3719         111570           -140    3.89407e-10           -140    2.43073e-08
   3720         111600           -140    4.42929e-10           -140     2.1744e-08
   3721         111630           -140    3.56739e-10           -140    2.32042e-08
   3722         111660           -140      3.548e-10           -140    2.31819e-08
   3723         111690           -140    5.36885e-10           -140     2.2868e-08
   3724         111720           -140    3.41737e-10           -140    2.43523e-08
   3725         111750           -140    2.07475e-10           -140     2.4004e-08
   3726         111780           -140    2.38557e-10           -140     2.3519e-08
   3727         111810           -140    5.12819e-10           -140    2.20993e-08
   3728         111840           -140    4.03115e-10           -140    2.25725e-08
   3729         111870           -140    4.33781e-10           -140    2.23388e-08
   3730         111900           -140    4.04285e-10           -140    2.09596e-08
   3731         111930           -140    5.24019e-10           -140    2.17733e-08
   3732         111960           -140    3.63934e-10           -140    2.09784e-08
   3733         111990           -140    4.17369e-10           -140    2.04437e-08
   3734         112020           -140    3.36592e-10           -140    2.05547e-08
   3735         112050           -140    1.91054e-10           -140    2.25562e-08
   3736         112080           -140    3.78622e-10           -140    1.94972e-08
   3737         112110           -140    3.72309e-10           -140    2.25714e-08
   3738         112140           -140    2.73537e-10           -140    2.16027e-08
   3739         112170           -140     5.5723e-10           -140    1.99121e-08
   3740         112200           -140     3.6202e-10           -140    2.17712e-08
   3741         112230           -140    3.79986e-10           -140    1.90586e-08
   3742         112260           -140    4.41743e-10           -140    2.23268e-08
   3743         112290           -140    4.26817e-10           -140    2.06281e-08
   3744         112320           -140    4.25159e-10           -140    2.01433e-08
   3745         112350           -140    3.80604e-10           -140    1.89996e-08
   3746         112380           -140    4.38284e-10           -140    2.20935e-08
   3747         112410           -140    5.76693e-10           -140    2.01319e-08
   3748         112440           -140    3.78267e-10           -140    1.97952e-08
   3749         112470           -140    5.44028e-10           -140    1.81395e-08
   3750         112500           -140    4.27592e-10           -140    2.00764e-08

   Gen:        Fevals:         gbest:     Mean Vel.:    Mean lbest:    Avg. Dist.:
   3751         112530           -140    4.11007e-10           -140    2.03215e-08
   3752         112560           -140    3.49543e-10           -140    2.00134e-08
   3753         112590           -140    4.60759e-10           -140    2.13466e-08
   3754         112620           -140    4.31725e-10           -140    1.88965e-08
   3755         112650           -140    3.01606e-10           -140    1.95937e-08
   3756         112680           -140    3.52861e-10           -140    1.76093e-08
   3757         112710           -140    2.57801e-10           -140    1.92255e-08
   3758         112740           -140    3.00198e-10           -140    1.88373e-08
   3759         112770           -140    2.33171e-10           -140    1.94491e-08
   3760         112800           -140    1.58771e-10           -140    2.10041e-08
   3761         112830           -140    2.27521e-10           -140    1.95324e-08
   3762         112860           -140    1.46251e-10           -140     1.8549e-08
   3763         112890           -140    1.31346e-10           -140     1.9179e-08
   3764         112920           -140    1.46966e-10           -140    1.65116e-08
   3765         112950           -140     1.0389e-10           -140    1.77783e-08
   3766         112980           -140    3.44856e-10           -140    1.72292e-08
   3767         113010           -140    1.93989e-10           -140    1.66128e-08
   3768         113040           -140    3.64178e-10           -140    1.61075e-08
   3769         113070           -140    2.81907e-10           -140    1.81677e-08
   3770         113100           -140     3.2263e-10           -140    1.86492e-08
   3771         113130           -140    4.99484e-10           -140    1.78062e-08
   3772         113160           -140    2.79465e-10           -140    1.66091e-08
   3773         113190           -140    4.93153e-10           -140    1.73898e-08
   3774         113220           -140    2.64152e-10           -140    1.86357e-08
   3775         113250           -140    3.35172e-10           -140    1.79253e-08
   3776         113280           -140    2.22823e-10           -140    2.10895e-08
   3777         113310           -140    2.14612e-10           -140    1.78622e-08
   3778         113340           -140    2.01129e-10           -140    1.73779e-08
   3779         113370           -140    1.79856e-10           -140    1.76592e-08
   3780         113400           -140    2.01564e-10           -140    1.58446e-08
   3781         113430           -140    1.69883e-10           -140    1.74199e-08
   3782         113460           -140    1.94779e-10           -140    1.57316e-08
   3783         113490           -140    1.77683e-10           -140    1.71241e-08
   3784         113520           -140    1.74955e-10           -140    1.63609e-08
   3785         113550           -140     5.9676e-10           -140     1.7243e-08
   3786         113580           -140    3.30783e-10           -140    1.75008e-08
   3787         113610           -140    4.98971e-10           -140    1.63511e-08
   3788         113640           -140    3.48329e-10           -140    1.57193e-08
   3789         113670           -140    4.57852e-10           -140    1.63656e-08
   3790         113700           -140    4.41053e-10           -140     1.4684e-08
   3791         113730           -140    2.67242e-10           -140     1.6634e-08
   3792         113760           -140    5.26994e-10           -140    1.61258e-08
   3793         113790           -140    4.25733e-10           -140    1.73296e-08
   3794         113820           -140    3.69344e-10           -140    1.55558e-08
   3795         113850           -140    3.84249e-10           -140    1.64376e-08
   3796         113880           -140    2.71222e-10           -140    1.56413e-08
   3797         113910           -140    5.25013e-10           -140    1.70144e-08
   3798         113940           -140    3.51944e-10           -140    1.54827e-08
   3799         113970           -140    3.30933e-10           -140    1.44396e-08
   3800         114000           -140    2.51149e-10           -140    1.41228e-08

   Gen:        Fevals:         gbest:     Mean Vel.:    Mean lbest:    Avg. Dist.:
   3801         114030           -140    4.74008e-10           -140    1.49747e-08
   3802         114060           -140    2.70383e-10           -140    1.53379e-08
   3803         114090           -140     2.6156e-10           -140     1.4598e-08
   3804         114120           -140    3.49858e-10           -140    1.50871e-08
   3805         114150           -140    5.44361e-10           -140    1.64209e-08
   3806         114180           -140    5.32246e-10           -140    1.52549e-08
   3807         114210           -140    4.18217e-10           -140    1.56534e-08
   3808         114240           -140     6.2029e-10           -140    1.61288e-08
   3809         114270           -140     4.2796e-10           -140    1.48707e-08
   3810         114300           -140    6.36528e-10           -140    1.50114e-08
   3811         114330           -140    2.50344e-10           -140    1.55782e-08
   3812         114360           -140    4.46305e-10           -140     1.4319e-08
   3813         114390           -140    3.47898e-10           -140    1.43154e-08
   3814         114420           -140    3.94994e-10           -140    1.39276e-08
   3815         114450           -140    4.89725e-10           -140    1.39311e-08
   3816         114480           -140    4.13308e-10           -140    1.41675e-08
   3817         114510           -140    3.44277e-10           -140    1.34573e-08
   3818         114540           -140    3.19337e-10           -140     1.3287e-08
   3819         114570           -140    3.64578e-10           -140    1.35385e-08
   3820         114600           -140    3.39386e-10           -140    1.24358e-08
   3821         114630           -140    3.24391e-10           -140    1.23878e-08
   3822         114660           -140    2.06335e-10           -140    1.28606e-08
   3823         114690           -140    2.66636e-10           -140    1.23839e-08
   3824         114720           -140    1.30123e-10           -140    1.24579e-08
   3825         114750           -140    1.81968e-10           -140    1.18996e-08
   3826         114780           -140    1.72693e-10           -140    1.17765e-08
   3827         114810           -140    3.76215e-10           -140    1.19752e-08
   3828         114840           -140    4.81827e-10           -140    1.15871e-08
   3829         114870           -140    4.64329e-10           -140    1.16127e-08
   3830         114900           -140    5.17679e-10           -140    1.18513e-08
   3831         114930           -140    3.72734e-10           -140    1.11971e-08
   3832         114960           -140    3.45011e-10           -140    1.18626e-08
   3833         114990           -140    3.45499e-10           -140    1.14395e-08
   3834         115020           -140    2.02461e-10           -140    1.18938e-08
   3835         115050           -140    2.79528e-10           -140    1.15464e-08
   3836         115080           -140    5.30495e-10           -140    1.14676e-08
   3837         115110           -140    2.35409e-10           -140    1.12877e-08
   3838         115140           -140    4.58457e-10           -140    1.17617e-08
   3839         115170           -140    2.90114e-10           -140    1.12925e-08
   3840         115200           -140    4.79986e-10           -140     1.1866e-08
   3841         115230           -140    2.70922e-10           -140    1.19613e-08
