Gen:        Fevals:         gbest:     Mean Vel.:    Mean lbest:    Avg. Dist.:
    579          17370         -136.2     0.00238094       -135.841       0.125869
    580          17400         -136.2     0.00175241       -135.847      0.0990496
    581          17430         -136.2      0.0020006       -135.852       0.110673
    582          17460         -136.2     0.00118338       -135.856       0.107248
    583          17490         -136.2     0.00158777       -135.858      0.0891614
    584          17520         -136.2     0.00151192       -135.859         0.1072
    585          17550         -136.2     0.00134347       -135.875       0.105258
    586          17580         -136.2     0.00186495       -135.876       0.106694
    587          17610         -136.2     0.00129347       -135.878       0.106124
    588          17640         -136.2     0.00144709       -135.893       0.092697
    589          17670         -136.2     0.00121072       -135.903      0.0980107
    590          17700         -136.2      0.0010276       -135.911      0.0869008
    591          17730         -136.2     0.00112061       -135.919      0.0913687
    592          17760         -136.2    0.000950429       -135.934      0.0881673
    593          17790         -136.2     0.00169768        -135.94      0.0937606
    594          17820         -136.2    0.000918962       -135.944      0.0975827
    595          17850         -136.2     0.00103845       -135.953      0.0989592
    596          17880         -136.2     0.00105859       -135.958      0.0938639
    597          17910         -136.2    0.000633602       -135.959        0.10972
    598          17940       -136.216    0.000883407       -135.966      0.0888665
    599          17970       -136.216    0.000584602       -135.977      0.0980089
    600          18000       -136.216     0.00111004       -135.988      0.0917976

   Gen:        Fevals:         gbest:     Mean Vel.:    Mean lbest:    Avg. Dist.:
    601          18030       -136.216    0.000799211       -135.993      0.0909803
    602          18060       -136.216    0.000757615       -135.998      0.0908585
    603          18090       -136.216    0.000777925           -136      0.0911451
    604          18120       -136.216    0.000454157           -136       0.097233
    605          18150       -136.216    0.000692272           -136      0.0935329
    606          18180       -136.216    0.000672527       -136.006       0.100366
    607          18210       -136.225     0.00071199       -136.013       0.103684
    608          18240       -136.225    0.000578012       -136.014       0.105732
    609          18270       -136.225    0.000640982       -136.016      0.0987753
    610          18300       -136.225    0.000465782       -136.018      0.0947339
    611          18330       -136.225    0.000477187       -136.019      0.0980733
    612          18360       -136.225     0.00048073       -136.023      0.0946059
    613          18390       -136.225    0.000417101       -136.027       0.100943
    614          18420       -136.225    0.000537191       -136.031      0.0901139
    615          18450       -136.225    0.000438849       -136.031       0.101307
    616          18480       -136.266    0.000483638       -136.033      0.0988083
    617          18510       -136.266    0.000507388       -136.034       0.106782
    618          18540       -136.266    0.000364849       -136.036      0.0840055
    619          18570       -136.266    0.000601725       -136.036       0.100794
    620          18600       -136.322    0.000367189       -136.045       0.100152
    621          18630       -136.322    0.000467479       -136.045      0.0881533
    622          18660       -136.322    0.000659895       -136.047      0.0928226
    623          18690       -136.346    0.000517246       -136.051      0.0914534
    624          18720       -136.346    0.000471387       -136.056       0.086819
    625          18750       -136.346    0.000385771       -136.058      0.0845273
    626          18780       -136.346    0.000500075       -136.061      0.0909011
    627          18810       -136.378    0.000423583       -136.064      0.0857264
    628          18840       -136.378    0.000431454       -136.066      0.0902829
    629          18870       -136.378    0.000511043       -136.067      0.0850506
    630          18900       -136.378    0.000449965       -136.071       0.085995
    631          18930       -136.378    0.000418251       -136.074      0.0852622
    632          18960       -136.428    0.000416252       -136.076      0.0829235
    633          18990       -136.428    0.000313837       -136.082      0.0877363
    634          19020       -136.428    0.000397089       -136.083      0.0858941
    635          19050       -136.451    0.000351095       -136.089      0.0859682
    636          19080       -136.451    0.000403041       -136.091      0.0862367
    637          19110       -136.451    0.000369708       -136.092      0.0920206
    638          19140       -136.451    0.000355196       -136.093      0.0863459
    639          19170       -136.451    0.000347879       -136.094      0.0861815
    640          19200       -136.451    0.000320933       -136.096      0.0805158
    641          19230       -136.451     0.00209753       -136.102      0.0798132
    642          19260       -136.451     0.00101286       -136.105      0.0834824
    643          19290       -136.451      0.0016088       -136.114      0.0826113
    644          19320       -136.465    0.000762127       -136.121      0.0823524
    645          19350       -136.465     0.00164895       -136.125      0.0844571
    646          19380       -136.476    0.000819357       -136.132      0.0857417
    647          19410       -136.476     0.00274784       -136.145       0.083089
    648          19440       -136.476     0.00127987       -136.148      0.0879663
    649          19470       -136.476     0.00295642        -136.16      0.0782829
    650          19500       -136.476     0.00172269       -136.163      0.0846537

   Gen:        Fevals:         gbest:     Mean Vel.:    Mean lbest:    Avg. Dist.:
    651          19530       -136.476     0.00368171       -136.165       0.085129
    652          19560       -136.509     0.00116198       -136.171      0.0900177
    653          19590       -136.509     0.00444058       -136.178       0.091701
    654          19620       -136.509     0.00116743        -136.18      0.0858681
    655          19650       -136.509     0.00576176       -136.185      0.0963949
    656          19680       -136.509     0.00126965       -136.186      0.0853086
    657          19710       -136.509     0.00505189       -136.186      0.0820445
    658          19740       -136.509     0.00247801       -136.202      0.0798355
    659          19770       -136.551     0.00328929       -136.214      0.0849439
    660          19800       -136.558     0.00159555       -136.228      0.0759679
    661          19830       -136.558     0.00355843       -136.232      0.0767123
    662          19860       -136.564     0.00242229       -136.239      0.0792107
    663          19890       -136.564     0.00192388        -136.24      0.0777955
    664          19920       -136.564     0.00465227       -136.245      0.0821481
    665          19950       -136.564     0.00285764       -136.251      0.0815301
    666          19980       -136.564     0.00297089       -136.253      0.0810634
    667          20010       -136.577     0.00316466       -136.257      0.0771294
    668          20040       -136.577     0.00139821       -136.261      0.0836381
    669          20070       -136.577     0.00366974       -136.267      0.0815442
    670          20100       -136.588     0.00198977       -136.272      0.0839787
    671          20130       -136.588     0.00249247       -136.273       0.077943
    672          20160       -136.588      0.0028152        -136.28       0.081944
    673          20190       -136.588     0.00198002       -136.283      0.0840246
    674          20220       -136.589     0.00275989        -136.29      0.0837039
    675          20250       -136.591      0.0013806       -136.291      0.0778664
    676          20280       -136.591     0.00183517         -136.3      0.0757378
    677          20310       -136.591     0.00207369         -136.3      0.0811223
    678          20340       -136.591     0.00126107         -136.3      0.0784873
    679          20370       -136.596      0.0022142       -136.307      0.0774244
    680          20400       -136.598     0.00102333       -136.312      0.0780478
    681          20430       -136.598     0.00141901       -136.316      0.0836105
    682          20460       -136.598      0.0011742       -136.316      0.0789088
    683          20490       -136.598     0.00125916       -136.318       0.079059
    684          20520       -136.599     0.00130795       -136.318       0.077416
    685          20550       -136.599     0.00115638       -136.322      0.0837311
    686          20580       -136.599     0.00117597       -136.334      0.0810282
    687          20610       -136.599     0.00115056       -136.342      0.0827295
    688          20640       -136.599      0.0015796       -136.343      0.0800354
    689          20670       -136.599    0.000784044       -136.344      0.0755518
    690          20700       -136.599    0.000675931       -136.347      0.0754304
    691          20730       -136.599    0.000833314       -136.349      0.0761509
    692          20760       -136.614    0.000712472       -136.352      0.0761153
    693          20790       -136.619    0.000625511       -136.354      0.0751455
    694          20820       -136.619    0.000502971       -136.355      0.0780161
    695          20850       -136.619    0.000446319       -136.357      0.0773874
    696          20880       -136.619    0.000820271       -136.359      0.0776059
    697          20910       -136.619    0.000728167       -136.359      0.0771128
    698          20940       -136.619    0.000672864        -136.36      0.0760956
    699          20970       -136.619     0.00113538       -136.363      0.0756539
    700          21000       -136.619    0.000726265       -136.372      0.0800219

   Gen:        Fevals:         gbest:     Mean Vel.:    Mean lbest:    Avg. Dist.:
    701          21030       -136.619    0.000851735       -136.374      0.0807072
    702          21060       -136.619     0.00129455       -136.379      0.0797997
    703          21090       -136.619    0.000644949       -136.383       0.080969
    704          21120       -136.619     0.00155186       -136.385       0.075107
    705          21150       -136.626     0.00109619       -136.394      0.0856099
    706          21180       -136.629    0.000793376       -136.399       0.085604
    707          21210       -136.629     0.00197091       -136.404      0.0831587
    708          21240       -136.629     0.00087812       -136.408      0.0776915
    709          21270       -136.632      0.0021829       -136.418      0.0816081
    710          21300       -136.632     0.00144036       -136.419      0.0839197
    711          21330       -136.683      0.0013901        -136.44      0.0811385
    712          21360       -136.811     0.00363762       -136.452      0.0828224
    713          21390       -136.811     0.00326724       -136.455      0.0826278
    714          21420       -136.863     0.00205087       -136.478      0.0780394
    715          21450       -136.863     0.00236842       -136.486      0.0824041
    716          21480       -136.863     0.00182809       -136.488      0.0968197
    717          21510       -136.863     0.00153309       -136.489      0.0897399
    718          21540       -136.863     0.00119996       -136.491      0.0816168
    719          21570       -136.863     0.00273371         -136.5       0.084464
    720          21600       -136.863      0.0016488       -136.505       0.092424
    721          21630       -136.863      0.0023549       -136.506      0.0931365
    722          21660       -136.863     0.00359873       -136.515      0.0877771
    723          21690       -136.863     0.00309503       -136.521      0.0890231
    724          21720       -136.863     0.00403356       -136.527      0.0967341
    725          21750       -136.954     0.00466687       -136.533      0.0985825
    726          21780       -136.954     0.00311831       -136.534        0.10486
    727          21810       -136.954     0.00328885        -136.54      0.0924831
    728          21840       -136.954     0.00305943       -136.544      0.0949916
    729          21870       -136.954     0.00478337       -136.548       0.110008
    730          21900       -136.954     0.00265667       -136.549      0.0972856
    731          21930       -136.954     0.00362943       -136.565       0.089823
    732          21960       -136.954     0.00445729       -136.567      0.0983154
    733          21990       -136.954     0.00349197       -136.573      0.0998229
    734          22020       -136.954     0.00381336       -136.573      0.0959592
    735          22050       -137.044     0.00360118       -136.584      0.0919151
    736          22080       -137.044     0.00414493       -136.594      0.0928495
    737          22110       -137.044     0.00297566       -136.595       0.096205
    738          22140       -137.044     0.00355685       -136.597      0.0912923
    739          22170       -137.044     0.00292095       -136.606      0.0869114
    740          22200       -137.044     0.00273064       -136.611      0.0833688
    741          22230       -137.044     0.00348537       -136.614      0.0853436
    742          22260       -137.044     0.00290941        -136.62      0.0849548
    743          22290       -137.044     0.00439869       -136.623      0.0850983
    744          22320       -137.044     0.00387349       -136.629      0.0765438
    745          22350       -137.044     0.00428084       -136.634      0.0826829
    746          22380       -137.044     0.00393792        -136.64      0.0810514
    747          22410       -137.044     0.00337331        -136.64      0.0818688
    748          22440       -137.044     0.00437075       -136.648      0.0809896
    749          22470       -137.044     0.00304682       -136.665      0.0841106
    750          22500       -137.087     0.00451723       -136.699      0.0870381

   Gen:        Fevals:         gbest:     Mean Vel.:    Mean lbest:    Avg. Dist.:
    751          22530       -137.087     0.00251542       -136.699      0.0940768
    752          22560       -137.087     0.00512605       -136.703      0.0867293
    753          22590       -137.087     0.00253602       -136.709      0.0863929
    754          22620       -137.087     0.00517163       -136.729      0.0918981
    755          22650       -137.105      0.0031534       -136.744      0.0950359
    756          22680       -137.105     0.00420569       -136.748      0.0789671
    757          22710       -137.161     0.00298793       -136.763       0.087439
    758          22740       -137.161     0.00503043       -136.767      0.0835705
    759          22770       -137.161     0.00328721       -136.773      0.0822661
    760          22800       -137.161     0.00350466       -136.776      0.0826742
    761          22830       -137.161     0.00541534       -136.779      0.0773045
    762          22860        -137.24     0.00288858       -136.795      0.0797953
    763          22890       -137.308     0.00456064       -136.802      0.0794157
    764          22920       -137.308     0.00367913       -136.809      0.0835874
    765          22950       -137.308     0.00477045       -136.822      0.0803972
    766          22980       -137.352      0.0025188       -136.833      0.0792995
    767          23010       -137.352     0.00340576       -136.838      0.0841374
    768          23040       -137.352     0.00397318       -136.862      0.0795057
    769          23070       -137.352     0.00313992       -136.862      0.0803326
    770          23100       -137.352     0.00359054       -136.867      0.0816929
    771          23130       -137.352     0.00301105       -136.869      0.0801907
    772          23160       -137.352     0.00232415       -136.881      0.0809612
    773          23190       -137.352     0.00268707       -136.883      0.0810322
    774          23220       -137.352     0.00272025       -136.887       0.074316
    775          23250       -137.352     0.00292822        -136.89      0.0770337
    776          23280       -137.352     0.00184385        -136.89       0.074228
    777          23310       -137.461     0.00446534       -136.902      0.0748501
    778          23340       -137.461     0.00235685       -136.904      0.0786652
    779          23370       -137.461     0.00373047       -136.911      0.0790921
    780          23400       -137.461     0.00325468       -136.927      0.0762624
    781          23430       -137.461     0.00401626       -136.936      0.0707844
    782          23460       -137.461     0.00487716       -136.944      0.0786074
    783          23490       -137.461     0.00379442       -136.954      0.0836305
    784          23520       -137.473     0.00546132        -136.97      0.0736386
    785          23550       -137.473      0.0038451       -136.971      0.0791734
    786          23580       -137.473     0.00488597       -136.971      0.0787053
    787          23610       -137.473     0.00346695       -136.977      0.0874737
    788          23640       -137.473     0.00393204       -136.982      0.0829726
    789          23670       -137.477     0.00365892       -136.995      0.0891593
    790          23700       -137.477     0.00377612       -137.011       0.100533
    791          23730       -137.514     0.00472738       -137.013      0.0776583
    792          23760       -137.514     0.00273743       -137.013      0.0824076
    793          23790       -137.577     0.00420547        -137.03      0.0743336
    794          23820       -137.596     0.00366642       -137.063      0.0750771
    795          23850       -137.633     0.00453706       -137.077       0.083884
    796          23880       -137.771     0.00385787       -137.091      0.0762407
    797          23910       -137.771     0.00503724       -137.101      0.0792124
    798          23940       -137.771     0.00375566       -137.111      0.0782862
    799          23970       -137.771     0.00400019       -137.125      0.0779508
    800          24000       -137.771     0.00532933       -137.144      0.0736263

   Gen:        Fevals:         gbest:     Mean Vel.:    Mean lbest:    Avg. Dist.:
    801          24030       -137.771     0.00343756       -137.145      0.0802086
    802          24060       -137.771      0.0034786       -137.153      0.0744836
    803          24090       -137.771     0.00432138       -137.159      0.0762827
    804          24120       -137.775     0.00347875       -137.163      0.0793666
    805          24150       -137.792     0.00427029       -137.175      0.0812969
    806          24180       -137.792     0.00373023       -137.184      0.0752322
    807          24210       -137.792     0.00439894       -137.188      0.0821361
    808          24240       -137.818     0.00276909         -137.2      0.0795467
    809          24270       -137.818     0.00242967       -137.203      0.0830426
    810          24300       -137.818     0.00276899       -137.212       0.074499
    811          24330       -137.818     0.00206785       -137.221      0.0756242
    812          24360       -137.818     0.00132799       -137.247       0.067926
    813          24390       -137.863     0.00289283       -137.259      0.0722334
    814          24420       -137.863     0.00257567       -137.276      0.0715279
    815          24450       -137.863      0.0015882       -137.281      0.0745421
    816          24480       -137.863     0.00188402       -137.313      0.0670379
    817          24510       -137.863     0.00123803       -137.317      0.0710927
    818          24540       -137.863     0.00110437       -137.322      0.0722935
    819          24570       -137.947      0.0013504       -137.327       0.069136
    820          24600       -137.947    0.000929578       -137.338      0.0693856
    821          24630       -137.947    0.000937915       -137.346      0.0704687
    822          24660       -137.947    0.000864385       -137.354      0.0699026
    823          24690       -137.947    0.000579476       -137.357      0.0714065
    824          24720       -137.947    0.000598011       -137.392      0.0704399
    825          24750       -137.947    0.000650978       -137.393      0.0682672
    826          24780       -137.947    0.000447707       -137.409      0.0686593
    827          24810       -137.947    0.000535005       -137.414      0.0663276
    828          24840       -137.947    0.000262999       -137.414      0.0708544
    829          24870       -137.947    0.000293314       -137.426      0.0675636
    830          24900       -137.947     0.00022478        -137.43      0.0708442
    831          24930       -137.947    0.000220084       -137.436      0.0686631
    832          24960       -137.947    0.000214061        -137.44      0.0720089
    833          24990       -137.947    0.000260683       -137.444      0.0780127
    834          25020       -137.957    0.000130159       -137.466      0.0779512
    835          25050       -137.957    0.000227887       -137.467       0.070935
    836          25080       -137.965    0.000147362       -137.471      0.0741256
    837          25110       -137.979    0.000212837       -137.484      0.0762425
    838          25140       -137.999    0.000138991       -137.507      0.0703105
    839          25170       -137.999    0.000162165        -137.51      0.0674962
    840          25200       -137.999     0.00427257        -137.52      0.0702013
    841          25230       -137.999     0.00192058       -137.529      0.0689904
    842          25260       -137.999     0.00349033       -137.534      0.0653032
    843          25290       -137.999     0.00298675        -137.54      0.0692894
    844          25320       -137.999      0.0031942       -137.544      0.0613306
    845          25350       -137.999     0.00341699       -137.546      0.0723521
    846          25380       -137.999     0.00265526       -137.561      0.0623587
    847          25410       -137.999       0.002101       -137.573      0.0670502
    848          25440       -137.999     0.00220354       -137.575      0.0586874
    849          25470       -138.002     0.00213157       -137.585      0.0652756
    850          25500       -138.002     0.00194231       -137.585      0.0629919

   Gen:        Fevals:         gbest:     Mean Vel.:    Mean lbest:    Avg. Dist.:
    851          25530       -138.002     0.00172161       -137.598       0.064382
    852          25560       -138.002     0.00142547       -137.613      0.0616417
    853          25590       -138.011     0.00199296       -137.616      0.0633214
    854          25620       -138.014     0.00461172       -137.632      0.0646574
    855          25650       -138.014     0.00269954       -137.648      0.0568736
    856          25680       -138.099     0.00445098       -137.662      0.0572425
    857          25710       -138.099     0.00539496       -137.673      0.0623035
    858          25740       -138.099     0.00371499       -137.677      0.0595704
    859          25770       -138.099       0.010783       -137.689      0.0654711
    860          25800       -138.099     0.00400213       -137.706      0.0627097
    861          25830       -138.099      0.0110931       -137.719      0.0567932
    862          25860       -138.099     0.00515176       -137.738       0.060534
    863          25890       -138.099     0.00875481       -137.742      0.0559975
    864          25920       -138.099     0.00692572       -137.743      0.0605589
    865          25950       -138.099     0.00853454       -137.762      0.0591698
    866          25980       -138.099     0.00752693       -137.768      0.0574076
    867          26010       -138.099     0.00605791       -137.784      0.0515844
    868          26040        -138.11     0.00907182       -137.801       0.050392
    869          26070       -138.189     0.00486554       -137.807      0.0583468
    870          26100       -138.189     0.00819126       -137.818      0.0472051
    871          26130       -138.189     0.00657612       -137.825      0.0499089
    872          26160       -138.189     0.00576901       -137.825      0.0489831
    873          26190       -138.189     0.00502354        -137.83      0.0471456
    874          26220       -138.189     0.00444104       -137.836      0.0474372
    875          26250       -138.189     0.00533051       -137.848       0.049619
    876          26280       -138.189     0.00519626       -137.848      0.0506302
    877          26310       -138.203     0.00435925       -137.853      0.0463976
    878          26340       -138.209     0.00463655       -137.854      0.0495712
    879          26370       -138.209     0.00373533       -137.855      0.0445554
    880          26400       -138.209     0.00456916       -137.858      0.0421466
    881          26430       -138.261     0.00387799       -137.874      0.0424714
    882          26460       -138.261     0.00353906       -137.881      0.0400142
    883          26490       -138.261     0.00384881       -137.898      0.0434782
    884          26520       -138.261     0.00362804       -137.899      0.0438029
    885          26550       -138.302     0.00351511       -137.912      0.0397115
    886          26580       -138.302     0.00336013       -137.917      0.0401955
    887          26610       -138.302     0.00344841       -137.921      0.0435842
    888          26640       -138.302     0.00306907       -137.929      0.0396492
    889          26670       -138.302     0.00226954       -137.953      0.0403054
    890          26700       -138.322      0.0018966       -137.958      0.0418252
    891          26730       -138.322     0.00150478       -137.966      0.0424906
    892          26760       -138.322      0.0022251       -137.969      0.0459544
    893          26790       -138.441     0.00293958       -137.991      0.0422505
    894          26820       -138.441     0.00268381       -138.002      0.0461446
    895          26850       -138.441     0.00205347       -138.003      0.0452457
    896          26880       -138.441     0.00281081       -138.009      0.0427318
    897          26910       -138.441     0.00188352       -138.013       0.043327
    898          26940       -138.441     0.00202026       -138.034      0.0429897
    899          26970       -138.441     0.00194954        -138.05      0.0399536
    900          27000       -138.441     0.00191093       -138.061      0.0400668

   Gen:        Fevals:         gbest:     Mean Vel.:    Mean lbest:    Avg. Dist.:
    901          27030       -138.441     0.00160366       -138.071      0.0433845
    902          27060       -138.488     0.00181904       -138.096      0.0419925
    903          27090       -138.488     0.00146608       -138.105      0.0440082
    904          27120       -138.524     0.00155973       -138.111       0.043544
    905          27150       -138.524     0.00249316       -138.123      0.0410061
    906          27180       -138.557     0.00219158       -138.127      0.0432881
    907          27210       -138.557     0.00219717       -138.131      0.0409628
    908          27240       -138.557     0.00198595       -138.145      0.0436266
    909          27270       -138.557     0.00187011       -138.149      0.0407189
    910          27300       -138.557     0.00165879       -138.172      0.0400597
    911          27330       -138.557     0.00173467       -138.181      0.0365787
    912          27360       -138.557     0.00154398       -138.187      0.0394222
    913          27390       -138.557     0.00165791       -138.192      0.0400718
    914          27420       -138.557     0.00169634       -138.211      0.0369263
    915          27450       -138.558     0.00179275       -138.217      0.0393379
    916          27480        -138.57     0.00142028       -138.233      0.0374971
    917          27510        -138.57     0.00176147       -138.246      0.0434738
    918          27540         -138.6    0.000936568       -138.262      0.0367068
    919          27570         -138.6      0.0014308       -138.273      0.0395191
    920          27600       -138.646     0.00142064       -138.282      0.0346218
    921          27630       -138.651     0.00121598       -138.286      0.0365552
    922          27660       -138.651     0.00138369       -138.291      0.0352724
    923          27690       -138.651     0.00121575       -138.295      0.0359259
    924          27720       -138.651    0.000955514       -138.309      0.0373002
    925          27750       -138.651     0.00119322       -138.314      0.0381837
    926          27780       -138.651    0.000945706       -138.316      0.0374665
    927          27810       -138.651    0.000551945       -138.322      0.0346277
    928          27840       -138.651     0.00101612       -138.332      0.0373494
    929          27870       -138.689    0.000637373       -138.335      0.0333836
    930          27900       -138.689    0.000928921       -138.346      0.0326941
    931          27930       -138.689    0.000628133       -138.347      0.0328958
    932          27960       -138.689    0.000736087       -138.352      0.0319669
    933          27990       -138.689    0.000815242       -138.367      0.0333461
    934          28020        -138.73    0.000855648       -138.378      0.0317576
    935          28050        -138.73    0.000494726        -138.39       0.032579
    936          28080        -138.73    0.000690471       -138.393      0.0337848
    937          28110        -138.73     0.00143673       -138.409      0.0312488
    938          28140       -138.737    0.000780845       -138.411      0.0352982
    939          28170       -138.737     0.00134277       -138.427      0.0302399
    940          28200       -138.737     0.00115243       -138.437      0.0372767
    941          28230       -138.737     0.00155117       -138.447      0.0363256
    942          28260       -138.737       0.001043       -138.461      0.0352058
    943          28290       -138.737     0.00111741       -138.471      0.0306879
    944          28320       -138.737     0.00108425       -138.471      0.0325216
    945          28350       -138.737     0.00113645        -138.48      0.0295374
    946          28380       -138.737     0.00105617       -138.491      0.0289221
    947          28410       -138.737     0.00171816       -138.494      0.0280421
    948          28440       -138.763     0.00126935       -138.505      0.0296704
    949          28470       -138.772     0.00151651       -138.508      0.0280264
    950          28500       -138.772     0.00168755       -138.519      0.0277628

   Gen:        Fevals:         gbest:     Mean Vel.:    Mean lbest:    Avg. Dist.:
    951          28530       -138.789     0.00147617       -138.532      0.0283677
    952          28560       -138.789     0.00132708       -138.541      0.0267613
    953          28590       -138.817     0.00134586       -138.551      0.0252237
    954          28620       -138.817     0.00134861       -138.558      0.0278759
    955          28650       -138.825      0.0014019       -138.571      0.0259425
    956          28680       -138.826     0.00110063       -138.579      0.0251696
    957          28710       -138.826     0.00112441       -138.579       0.025759
    958          28740       -138.826     0.00134197       -138.584      0.0230049
    959          28770       -138.838     0.00138384       -138.589      0.0231062
    960          28800       -138.838     0.00106703       -138.593      0.0240438
    961          28830       -138.838     0.00140222       -138.601      0.0233204
    962          28860       -138.838     0.00144294       -138.606      0.0249301
    963          28890       -138.838     0.00114309       -138.613      0.0234441
    964          28920       -138.838     0.00124256       -138.614      0.0251726
    965          28950       -138.838    0.000970245       -138.626      0.0226095
    966          28980       -138.838     0.00114972       -138.626      0.0253621
    967          29010       -138.838     0.00130711       -138.626      0.0228207
    968          29040       -138.838    0.000792319       -138.629      0.0214332
    969          29070       -138.838     0.00144852        -138.63      0.0213535
    970          29100       -138.838     0.00078087       -138.633      0.0205763
    971          29130       -138.907     0.00143975       -138.643      0.0213251
    972          29160       -138.907     0.00100335       -138.654      0.0212735
    973          29190       -138.907    0.000941385       -138.661      0.0215197
    974          29220       -138.907    0.000926532       -138.665      0.0210683
    975          29250       -138.919    0.000747678       -138.685      0.0214045
    976          29280       -138.919    0.000743023         -138.7      0.0211406
    977          29310       -138.919    0.000598924         -138.7      0.0224224
    978          29340       -138.919    0.000448729       -138.709      0.0195545
    979          29370       -138.919    0.000921707       -138.722      0.0192941
    980          29400       -138.919    0.000603811       -138.727      0.0205264
    981          29430        -138.92    0.000837898       -138.728       0.018522
    982          29460        -138.92    0.000439809       -138.732      0.0191164
    983          29490        -138.92    0.000531193       -138.753      0.0168423
    984          29520        -138.92    0.000469125       -138.754        0.01787
    985          29550        -138.92    0.000434716       -138.754      0.0166966
    986          29580        -138.92    0.000403912       -138.756      0.0157204
    987          29610        -138.92    0.000346209       -138.759      0.0180447
    988          29640       -138.972     0.00030204       -138.767      0.0154394
    989          29670       -138.972    0.000356244       -138.775       0.017525
    990          29700       -138.972    0.000573316       -138.781      0.0158457
    991          29730       -138.972    0.000456956       -138.788      0.0165481
    992          29760       -138.972     0.00044102       -138.799      0.0168348
    993          29790       -138.975    0.000647882       -138.806      0.0159743
    994          29820       -138.975    0.000394244       -138.814      0.0147175
    995          29850        -138.98    0.000597978        -138.82      0.0148651
    996          29880        -138.98    0.000384158       -138.829      0.0145787
    997          29910        -138.98    0.000491807       -138.837      0.0165291
    998          29940       -138.988    0.000424595       -138.846      0.0133884
    999          29970       -138.988    0.000372874       -138.853      0.0140757
   1000          30000       -138.999    0.000374326        -138.86      0.0131385

   Gen:        Fevals:         gbest:     Mean Vel.:    Mean lbest:    Avg. Dist.:
   1001          30030       -139.003    0.000326238       -138.868      0.0141511
   1002          30060       -139.003    0.000323722       -138.879      0.0133514
   1003          30090       -139.003     0.00026682       -138.886      0.0131742
   1004          30120       -139.003    0.000250168       -138.891      0.0145118
   1005          30150       -139.003     0.00027198       -138.891      0.0144766
   1006          30180       -139.009    0.000229829       -138.894      0.0149838
   1007          30210       -139.009    0.000247219       -138.909      0.0130041
   1008          30240       -139.012    0.000186169       -138.911      0.0143623
   1009          30270       -139.012     0.00019616       -138.912      0.0134921
   1010          30300       -139.018    0.000157444       -138.915      0.0130051
   1011          30330       -139.018      0.0002287       -138.917      0.0142159
   1012          30360       -139.025    0.000260787       -138.929      0.0127371
   1013          30390       -139.025    0.000172149       -138.929      0.0138869
   1014          30420       -139.025    0.000244909       -138.932      0.0133788
   1015          30450       -139.032    0.000148151       -138.935      0.0137302
   1016          30480       -139.108    0.000328437       -138.947      0.0138333
   1017          30510       -139.151    0.000244343       -138.956      0.0159319
   1018          30540       -139.173    0.000228229       -138.975      0.0163134
   1019          30570       -139.173    0.000327542       -138.977      0.0160429
   1020          30600       -139.173    0.000191183       -138.984       0.017304
   1021          30630        -139.18    0.000264495        -138.99      0.0166007
   1022          30660        -139.18    0.000210795       -138.993      0.0172954
   1023          30690       -139.194    0.000639482       -139.009      0.0165868
   1024          30720       -139.194     0.00110203       -139.015      0.0202255
   1025          30750       -139.194    0.000729053       -139.019      0.0190646
   1026          30780       -139.194     0.00143014       -139.023      0.0175955
   1027          30810       -139.194    0.000826011       -139.024      0.0151098
   1028          30840       -139.194    0.000853338       -139.031       0.016201
   1029          30870       -139.194     0.00107459       -139.038      0.0163542
   1030          30900       -139.194     0.00133894       -139.049      0.0175216
   1031          30930       -139.194    0.000886376       -139.053      0.0160351
   1032          30960       -139.194     0.00101875        -139.06      0.0155018
   1033          30990       -139.194     0.00103033       -139.061       0.017651
   1034          31020       -139.194    0.000906611       -139.063      0.0152365
   1035          31050       -139.194     0.00114129       -139.069       0.016839
   1036          31080       -139.194     0.00117204       -139.073      0.0162519
   1037          31110       -139.194    0.000939992       -139.083      0.0164901
   1038          31140       -139.194    0.000745653       -139.083      0.0174461
   1039          31170       -139.194    0.000971128       -139.092      0.0158612
   1040          31200       -139.194     0.00112032       -139.093      0.0153048
   1041          31230       -139.204    0.000727516       -139.095      0.0145609
   1042          31260       -139.204     0.00108127       -139.098      0.0151101
   1043          31290       -139.204    0.000687634       -139.098      0.0159823
   1044          31320       -139.204     0.00108848       -139.102      0.0167515
   1045          31350       -139.216     0.00061292       -139.107      0.0159871
   1046          31380       -139.216    0.000880512       -139.111      0.0146682
   1047          31410       -139.216    0.000834483       -139.118      0.0147483
   1048          31440       -139.216    0.000765199       -139.119      0.0159661
   1049          31470       -139.219    0.000793859       -139.124      0.0152568
   1050          31500       -139.224    0.000545895       -139.126      0.0138521

   Gen:        Fevals:         gbest:     Mean Vel.:    Mean lbest:    Avg. Dist.:
   1051          31530       -139.224    0.000694575       -139.138      0.0138616
   1052          31560       -139.224    0.000559476       -139.141      0.0136091
   1053          31590       -139.224     0.00031335       -139.141      0.0146456
   1054          31620       -139.224    0.000770619       -139.145      0.0120497
   1055          31650       -139.224    0.000627884       -139.147      0.0134348
   1056          31680       -139.224    0.000673063       -139.147      0.0135117
   1057          31710       -139.224    0.000685105       -139.148      0.0134581
   1058          31740       -139.224    0.000547643        -139.15      0.0126076
   1059          31770       -139.224    0.000513856       -139.152       0.011496
   1060          31800       -139.224    0.000495965       -139.153      0.0140112
